enginebStandard,enginebEntity,enginebAttribute,relationshipTo,DataType,MS_DataType,Description
IV,inventoryList,locationCountry,,TEXT,string,
IV,inventoryList,locationCurrency,,TEXT,string,
IV,inventoryList,locationDescription,,TEXT,string,
IV,inventoryList,locationId,,TEXT,string,
IV,inventoryList,locationLatitude,,TEXT,string,
IV,inventoryList,locationLongitude,,TEXT,string,
IV,inventoryList,locationParent,,TEXT,string,
IV,inventoryList,locationStateProvince,,TEXT,string,
IV,inventoryList,locationStreet,,TEXT,string,
IV,inventoryList,locationType,,TEXT,string,
IV,inventoryList,locationZipPostalCode,,TEXT,string,
IV,inventoryList,lotNumber,,TEXT,string,
IV,inventoryList,obsoleteorDamagedInventory,,TEXT,string,
IV,inventoryList,openingStockQuantity,,NUMERIC,decimal,
IV,inventoryList,openingStockValue,,NUMERIC,decimal,
IV,inventoryList,ownerId,,TEXT,string,
IV,inventoryList,preferredSupplier,,TEXT,string,
IV,inventoryList,primaryManufacturer,,TEXT,string,
IV,inventoryList,primaryManufacturerProductCode,,TEXT,string,
IV,inventoryList,primarySupplier,,TEXT,string,
IV,inventoryList,primarySupplierProductCode,,TEXT,string,
IV,inventoryList,productGroup01,,TEXT,string,
IV,inventoryList,productGroup02,,TEXT,string,
IV,inventoryList,quantity,,TEXT,string,
IV,inventoryList,quantityOnHandPhysicalCount,,TEXT,string,
IV,inventoryList,quantityOnHandSystem,,TEXT,string,
IV,inventoryList,segment01,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
IV,inventoryList,segment02,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
IV,inventoryList,segment03,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
IV,inventoryList,segment04,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
IV,inventoryList,segment05,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
IV,inventoryList,serialNumber,,TEXT,string,
IV,inventoryList,specificCost,,NUMERIC,decimal,
IV,inventoryList,standardCost,,NUMERIC,decimal,
IV,inventoryList,stockAccountCommodityCode,,TEXT,string,
IV,inventoryList,stockCharacteristic,,TEXT,string,
IV,inventoryList,stockCharacteristicValue,,NUMERIC,decimal,
IV,inventoryList,supplierId,supplierMasterData.supplierId,TEXT,string,"Identifier of the supplier to whom payment isdue or from whom unused credits have beenapplied. Must match theSupplier_Account_ID in theSupplier_Listing_YYYYMMDD file."
IV,inventoryList,thirdPartyFacility,,TEXT,string,
IV,inventoryList,unitPrice,,NUMERIC,decimal,
IV,inventoryList,uomToUOMbaseConversionFactor,,TEXT,string,
IV,inventoryList,writeDownDescription,,TEXT,string,
IV,inventoryList,writeDownFactor,,TEXT,string,
IV,inventoryTransactions,bookValue,,NUMERIC,decimal,
IV,inventoryTransactions,businessUnitCode,businessUnit.businessUnitCode,TEXT,string,"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited and for which the trial balance is generated. For example, you may use a code aligned with the concept of a reportable segment as defined in FASB Accounting Standards Codification (ASC) 280, Segment Reporting."
IV,inventoryTransactions,customerId,customerMasterData.customerId,TEXT,string,"Unique code for the customer "
IV,inventoryTransactions,inventoryFromLocation,,TEXT,string,
IV,inventoryTransactions,inventoryglLineCreditAccountNumber,glDetail.glAccountNumber,TEXT,string,
IV,inventoryTransactions,inventoryglLineDebitAccountNumber,glDetail.glAccountNumber,TEXT,string,
IV,inventoryTransactions,inventoryId,,TEXT,string,
IV,inventoryTransactions,inventoryProductId,inventoryList.inventoryProductId,TEXT,string,
IV,inventoryTransactions,inventorySystemOrExternalSource,,TEXT,string,
IV,inventoryTransactions,inventoryToLocation,,TEXT,string,
IV,inventoryTransactions,inventoryTransactionApprovedBy,,TEXT,string,
IV,inventoryTransactions,inventoryTransactionApprovedByDate,,DATE,date,
IV,inventoryTransactions,inventoryTransactionEnteredBy,,TEXT,string,
IV,inventoryTransactions,inventoryTransactionEnteredDate,,DATE,date,
IV,inventoryTransactions,inventoryTransactionId,,TEXT,string,
IV,inventoryTransactions,inventoryTransactionLastModifiedBy,,TEXT,string,
IV,inventoryTransactions,inventoryTransactionLastModifiedDate,,DATE,date,
IV,inventoryTransactions,lotNumber,,TEXT,string,
IV,inventoryTransactions,movementDocumentType,,TEXT,string,
IV,inventoryTransactions,movementLineNumber,,TEXT,string,
IV,inventoryTransactions,movementReference,,TEXT,string,
IV,inventoryTransactions,movementTaxPointDate,,DATE,date,
IV,inventoryTransactions,segment01,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
IV,inventoryTransactions,segment02,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
IV,inventoryTransactions,segment03,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
IV,inventoryTransactions,segment04,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
IV,inventoryTransactions,segment05,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
IV,inventoryTransactions,serialNumber,,TEXT,string,
IV,inventoryTransactions,sourceLedgerTransactionAssociatedOrderId,,TEXT,string,
IV,inventoryTransactions,supplierId,supplierMasterData.supplierId,TEXT,string,"Identifier of the supplier to whom payment isdue or from whom unused credits have beenapplied. Must match theSupplier_Account_ID in theSupplier_Listing_YYYYMMDD file."
IV,inventoryTransactions,taxAmount,,NUMERIC,decimal,
IV,inventoryTransactions,taxAmountCurrencyAmount,,NUMERIC,decimal,
IV,inventoryTransactions,taxAmountCurrencyCode,,TEXT,string,
IV,inventoryTransactions,taxAmountExchangeRate,,NUMERIC,decimal,
IV,inventoryTransactions,taxBase,,TEXT,string,
IV,inventoryTransactions,taxBaseDescription,,TEXT,string,
IV,inventoryTransactions,taxCode,taxTable.regulatorCode,TEXT,string,
IV,inventoryTransactions,taxDeclarationPeriod,,TEXT,string,
IV,inventoryTransactions,taxExemptionReason,,TEXT,string,
IV,inventoryTransactions,taxPercentage,,NUMERIC,decimal,
IV,inventoryTransactions,taxType,,TEXT,string,Tax type for look-up in tables
IV,inventoryTransactions,transactionAssociatedDocumentId,,TEXT,string,
IV,inventoryTransactions,transactionAssociatedDocumentLineId,,TEXT,string,
IV,inventoryTransactions,transactionAssociatedOrderId,,TEXT,string,
IV,inventoryTransactions,transactionAssociatedOrderLineId,,TEXT,string,
IV,inventoryTransactions,transactionCostAdjust,,TEXT,string,
IV,inventoryTransactions,transactionDateTime,,DATE,date,The date and time the payment was made or credit was applied.
IV,inventoryTransactions,transactionDescription,,TEXT,string,
IV,inventoryTransactions,transactionQuantityIssued,,NUMERIC,decimal,
IV,inventoryTransactions,transactionQuantityReceived,,NUMERIC,decimal,
IV,inventoryTransactions,transactionType,,TEXT,string,
IV,inventoryTransactions,transactionTypeSystem,,TEXT,string,
IV,inventoryTransactions,unitOfMeasure,,TEXT,string,
IV,inventoryTransactions,unitPrice,,NUMERIC,decimal,
IV,inventoryTransactions,uomToUOMPhysicalStockConversionFactor,,TEXT,string,
IV,materialCost,businessUnitCode,businessUnit.businessUnitCode,TEXT,string,"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited and for which the trial balance is generated. For example, you may use a code aligned with the concept of a reportable segment as defined in FASB Accounting Standards Codification (ASC) 280, Segment Reporting."
IV,materialCost,costingType,,TEXT,string,
IV,materialCost,inventoryProductId,inventoryList.inventoryProductId,TEXT,string,
IV,materialCost,locationId,inventoryList.locationId,TEXT,string,
IV,materialCost,materialId,,TEXT,string,
IV,materialCost,otherCost1,,TEXT,string,
IV,materialCost,otherCost2,,TEXT,string,
IV,materialCost,otherCost3,,TEXT,string,
IV,materialCost,otherCost4,,TEXT,string,
IV,materialCost,otherCost5,,TEXT,string,
IV,materialCost,segment01,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
IV,materialCost,segment02,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
IV,materialCost,segment03,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
IV,materialCost,segment04,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
IV,materialCost,segment05,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
IV,materialCost,stockingUnitOfMeasure,,TEXT,string,
IV,materialCost,totalCost,,TEXT,string,
IV,materialCost,validFromDate,,DATE,date,
IV,materialCost,validToDate,,DATE,date,
IV,materialCost,valuationDate,,DATE,date,
AP,purchaseInvoiceData,approvedBy,userListing.userId,TEXT,string,User ID (from User_Listing file) for person who approved the entry.
AP,purchaseInvoiceData,approvedDateTime,,DATE,date,The DateTime the entry was approved.
AP,purchaseInvoiceData,batchId,,TEXT,string,Systems generated ID for batch
AP,purchaseInvoiceData,billingAddressAdditionalAddressDetail,,TEXT,string,
AP,purchaseInvoiceData,billingAddressAddressType,,TEXT,string,"Field to differentiate between multiple addresses. To indicate the type of address. Choose from the predefined enumeration. (examples: StreetAddress PostalAddress, BillingAddress)"
AP,purchaseInvoiceData,billingAddressBuilding,,TEXT,string,
AP,purchaseInvoiceData,billingAddressCity,,TEXT,string,
AP,purchaseInvoiceData,billingAddressCountry,,TEXT,string,Two-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands.
AP,purchaseInvoiceData,billingAddressNumber,,TEXT,string,
AP,purchaseInvoiceData,billingAddressPostalCode,,TEXT,string,
AP,purchaseInvoiceData,billingAddressRegion,,TEXT,string,Country specific code to indicate regions / provinces within the tax authority. Preferably described according to ISO 3166-2. Example: GB-KEN for Kent county in the United Kingdom. 
AP,purchaseInvoiceData,billingAddressStreetName,,TEXT,string,
AP,purchaseInvoiceData,branchStoreNumber,,TEXT,string,"Branch or Storenumber, additional segregation of customer/supplier, used if not included as part of the customer/supplier id"
AP,purchaseInvoiceData,businessUnitCode,businessUnit.businessUnitCode,TEXT,string,"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited and for which the trial balance is generated. For example, you may use a code aligned with the concept of a reportable segment as defined in FASB Accounting Standards Codification (ASC) 280, Segment Reporting."
AP,purchaseInvoiceData,glLineCreditAccountNumber,chartOfAccounts.glAccountNumber,TEXT,string,"GL account number on which the credit side of the transaction has been posted."
AP,purchaseInvoiceData,glLineDebitAccountNumber,chartOfAccounts.glAccountNumber,TEXT,string,"GL account number on which the debit side of the transaction has been posted."
AP,purchaseInvoiceData,glPostingDate,,DATE,date,Date posting to GL
AP,purchaseInvoiceData,glTax1CreditAccountNumber,chartOfAccounts.glAccountNumber,TEXT,string,"GL account number on which the creditside of the Tax1 transaction has beenposted."
AP,purchaseInvoiceData,glTax1DebitAccountNumber,chartOfAccounts.glAccountNumber,TEXT,string,"GL account number on which the debitside of the Tax1 transaction has beenposted."
