,,Duplicates,enginebStandard,enginebEntity,enginebAttribute,relationshipTo,DataType,MS_DataType,Description
SalesInvoicesInvoiceLine ShipFrom,DeliveryID,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLine ShipFromDeliveryID,,TEXT,String,Identification of the delivery
SalesInvoicesInvoiceLine ShipToAddress,Region,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLine ShipToAddressRegion,,TEXT,String,Country specific code to indicate regions / provinces within the tax authorit. Preferably described according to ISO 3166-2. Example GB-KEN for Kent county in the United Kingdom.
SalesInvoicesInvoiceShipFrom,DeliveryID,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceShipFromDeliveryID,,TEXT,String,Identification of the delivery
SalesInvoicesInvoiceShipTo,DeliveryID,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceShipToDeliveryID,,TEXT,String,Identification of the delivery
SalesInvoicesInvoiceLineTaxInformation,TaxExemptionReason,taxExemptionReason,AR,SourceDocuments,SalesInvoicesInvoiceLineTaxInformationTaxExemptionReason,,TEXT,String,Tax exemption or reduction reason or rationale 
SalesInvoicesInvoiceLineAnalysisAnalysisAmount,ExchangeRate,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLineAnalysisAnalysisAmountExchangeRate,,NUMERIC,Decimal,The exchage rate used. Currency amount x ExchangeRate = amount.
SalesInvoicesInvoiceLineTaxInformationTaxAmount,ExchangeRate,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLineTaxInformationTaxAmountExchangeRate,,NUMERIC,Decimal,The exchange rate used. CurrencyAmount x EchangeRate = Amount
SalesInvoicesInvoiceDocumentTotalsTaxInformationTotalsTaxAmount,ExchangeRate,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceDocumentTotalsTaxInformationTotalsTaxAmountExchangeRate,,NUMERIC,Decimal,The exchange rate used. CurrencyAmount x EchangeRate = Amount
SalesInvoicesInvoiceLine InvoiceLineAmount,ExchangeRate,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLine InvoiceLineAmountExchangeRate,,NUMERIC,Decimal,The exchange rate used. CurrencyAmount x EchangeRate = Amount
SalesInvoicesInvoiceSettlementSettlementAmount,ExchangeRate,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceSettlementSettlementAmountExchangeRate,,NUMERIC,Decimal,The exchange rate used. CurrencyAmount x EchangeRate = Amount
SalesInvoicesInvoiceLine ShippingCostsAmount,ExchangeRate,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLine ShippingCostsAmountExchangeRate,,NUMERIC,Decimal,The exchange rate used. CurrencyAmount x EchangeRate = Amount
SalesInvoicesInvoiceLine,AccountID,accountId,AR,SourceDocuments,SalesInvoicesInvoiceLineAccountID,,TEXT,String,"General Ledger Account code of the GL-revenue-account. Can be including sub account id. It can contain many different levels to identify the account. It could contain cost centres such as company, division, region, group and branch/department."
SalesInvoicesInvoiceLineAnalysisAnalysisAmount,CurrencyCode,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLineAnalysisAnalysisAmountCurrencyCode,,TEXT,String,Three letter Currency Code according to (ISO 4217) standard. Example EUR for Euro's or USD for American Dollar.
SalesInvoicesInvoiceLineTaxInformationTaxAmount,CurrencyCode,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLineTaxInformationTaxAmountCurrencyCode,,TEXT,String,Three-letter currency code according to ISO 4217 standard. Example EUR for Euros or  USD for American Dollar
SalesInvoicesInvoiceDocumentTotalsTaxInformationTotalsTaxAmount,CurrencyCode,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceDocumentTotalsTaxInformationTotalsTaxAmountCurrencyCode,,TEXT,String,Three-letter currency code according to ISO 4217 standard. Example EUR for Euros or  USD for American Dollar
SalesInvoicesInvoiceLine InvoiceLineAmount,CurrencyCode,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLine InvoiceLineAmountCurrencyCode,,TEXT,String,Three-letter currency code according to ISO 4217 standard. Example EUR for Euros or  USD for American Dollar
SalesInvoicesInvoiceSettlementSettlementAmount,CurrencyCode,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceSettlementSettlementAmountCurrencyCode,,TEXT,String,Three-letter currency code according to ISO 4217 standard. Example EUR for Euros or  USD for American Dollar
SalesInvoicesInvoiceLine ShippingCostsAmount,CurrencyCode,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLine ShippingCostsAmountCurrencyCode,,TEXT,String,Three-letter currency code according to ISO 4217 standard. Example EUR for Euros or  USD for American Dollar
SalesInvoicesInvoiceLine ShipFromAddress,Region,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLine ShipFromAddressRegion,,TEXT,String,Country specific code to indicate regions / provinces within the tax authorit. Preferably described according to ISO 3166-2. Example GB-KEN for Kent county in the United Kingdom.
PurchaseInvoicesInvoiceLine ShipToAddress,StreetName,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceLine ShipToAddressStreetName,,TEXT,String,Name of the street
SalesInvoicesInvoiceShipFromAddress,Region,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceShipFromAddressRegion,,TEXT,String,Country specific code to indicate regions / provinces within the tax authorit. Preferably described according to ISO 3166-2. Example GB-KEN for Kent county in the United Kingdom.
SalesInvoicesInvoiceShipToAddress,Region,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceShipToAddressRegion,,TEXT,String,Country specific code to indicate regions / provinces within the tax authorit. Preferably described according to ISO 3166-2. Example GB-KEN for Kent county in the United Kingdom.
SalesInvoicesInvoiceCustomerInfoBillingAddress,Region,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceCustomerInfoBillingAddressRegion,,TEXT,String,Country specific code to indicate regions / provinces within the tax authorit. Preferably described according to ISO 3166-2. Example GB-KEN for Kent county in the United Kingdom.
SalesInvoicesInvoiceSupplierInfoBillingAddress,Region,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceSupplierInfoBillingAddressRegion,,TEXT,String,Country specific code to indicate regions / provinces within the tax authorit. Preferably described according to ISO 3166-2. Example GB-KEN for Kent county in the United Kingdom.
SalesInvoicesInvoiceDocumentTotalsTaxInformationTotals,TaxBase,taxBase,AR,SourceDocuments,SalesInvoicesInvoiceDocumentTotalsTaxInformationTotalsTaxBase,,NUMERIC,Decimal,"The base on which the tax is calculated. This can be an amount, or a quantity, eg, litres."
SalesInvoicesInvoiceDocumentTotalsTaxInformationTotals,TaxBaseDescription,taxBaseDescription,AR,SourceDocuments,SalesInvoicesInvoiceDocumentTotalsTaxInformationTotalsTaxBaseDescription,,TEXT,String,Description of the value in the TaxBase. Eg Litres for excises on alcholic bevarages.
SalesInvoicesInvoiceLineTaxInformation,TaxCode,taxCode,AR,SourceDocuments,SalesInvoicesInvoiceLineTaxInformationTaxCode,,TEXT,String,Tax Code for lookup in tables
SalesInvoicesInvoiceLineTaxInformation,TaxPercentage,taxPercentage,AR,SourceDocuments,SalesInvoicesInvoiceLineTaxInformationTaxPercentage,,NUMERIC,Decimal,Tax percentage
SalesInvoicesInvoiceSupplierInfo,SupplierID,supplierId,AR,SourceDocuments,SalesInvoicesInvoiceSupplierInfoSupplierID,,TEXT,String,Unique code for the supplier
SalesInvoicesInvoice,SystemID,systemId,AR,SourceDocuments,SalesInvoicesInvoiceSystemID,,TEXT,String,Unique number created by the system for the document
SalesInvoicesInvoice,AccountID,accountId,AR,SourceDocuments,SalesInvoicesInvoiceAccountID,,TEXT,String,"General Ledger Account code of the GL-revenue-account. Can be including sub account id. It can contain many different levels to identify the account. It could contain cost centres such as company, division, region, group and branch/department."
SalesInvoicesInvoiceLine ShipFromAddress,AdditionalAddressDetail,additionalAddressDetail,AR,SourceDocuments,SalesInvoicesInvoiceLine ShipFromAddressAdditionalAddressDetail,,TEXT,String,Address lines
SalesInvoicesInvoiceLine ShipToAddress,StreetName,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLine ShipToAddressStreetName,,TEXT,String,Name of the street
SalesInvoicesInvoiceShipFromAddress,AdditionalAddressDetail,additionalAddressDetail,AR,SourceDocuments,SalesInvoicesInvoiceShipFromAddressAdditionalAddressDetail,,TEXT,String,Address lines
SalesInvoicesInvoiceShipToAddress,AdditionalAddressDetail,additionalAddressDetail,AR,SourceDocuments,SalesInvoicesInvoiceShipToAddressAdditionalAddressDetail,,TEXT,String,Address lines
SalesInvoicesInvoiceCustomerInfoBillingAddress,AdditionalAddressDetail,additionalAddressDetail,AR,SourceDocuments,SalesInvoicesInvoiceCustomerInfoBillingAddressAdditionalAddressDetail,,TEXT,String,Address lines
SalesInvoicesInvoiceSupplierInfoBillingAddress,AdditionalAddressDetail,additionalAddressDetail,AR,SourceDocuments,SalesInvoicesInvoiceSupplierInfoBillingAddressAdditionalAddressDetail,,TEXT,String,Address lines
SalesInvoicesInvoiceLine ShipFromAddress,AddressType,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLine ShipFromAddressAddressType,,TEXT,String,"Field to differentiate between multiple addresses. To indicate the type of address. Choose from the predefined enumeration. (ex; StreetAddress, PostalAddress, BillingAddress)"
PurchaseInvoicesInvoiceLine ShipTo,UCR,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceLine ShipToUCR,,TEXT,String,Unique consignment reference number
SalesInvoicesInvoiceShipFromAddress,AddressType,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceShipFromAddressAddressType,,TEXT,String,"Field to differentiate between multiple addresses. To indicate the type of address. Choose from the predefined enumeration. (ex; StreetAddress, PostalAddress, BillingAddress)"
SalesInvoicesInvoiceShipToAddress,AddressType,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceShipToAddressAddressType,,TEXT,String,"Field to differentiate between multiple addresses. To indicate the type of address. Choose from the predefined enumeration. (ex; StreetAddress, PostalAddress, BillingAddress)"
SalesInvoicesInvoiceCustomerInfoBillingAddress,AddressType,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceCustomerInfoBillingAddressAddressType,,TEXT,String,"Field to differentiate between multiple addresses. To indicate the type of address. Choose from the predefined enumeration. (ex; StreetAddress, PostalAddress, BillingAddress)"
SalesInvoicesInvoiceSupplierInfoBillingAddress,AddressType,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceSupplierInfoBillingAddressAddressType,,TEXT,String,"Field to differentiate between multiple addresses. To indicate the type of address. Choose from the predefined enumeration. (ex; StreetAddress, PostalAddress, BillingAddress)"
SalesInvoicesInvoiceLineAnalysis,AnalysisType,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLineAnalysisAnalysisType,,TEXT,String,"Analysis code identifier; cost centre, cost unit, cost type project etc. Refer to the MasterFile Analysis Type Table."
SalesInvoicesInvoice,BranchStoreNumber ,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceBranchStoreNumber ,,TEXT,String,"Branch or store number, additional segregation of customer/supplier, used if not part of the customer/supplier id."
SalesInvoicesInvoiceShipFromAddress,Building,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceShipFromAddressBuilding,,TEXT,String,Building Address detail
SalesInvoicesInvoiceShipToAddress,Building,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceShipToAddressBuilding,,TEXT,String,Building Address detail
SalesInvoicesInvoiceCustomerInfoBillingAddress,Building,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceCustomerInfoBillingAddressBuilding,,TEXT,String,Building Address detail
SalesInvoicesInvoiceSupplierInfoBillingAddress,Building,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceSupplierInfoBillingAddressBuilding,,TEXT,String,Building Address detail
SalesInvoicesInvoiceShipFromAddress,City,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceShipFromAddressCity,,TEXT,String,City or main Town
SalesInvoicesInvoiceShipToAddress,City,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceShipToAddressCity,,TEXT,String,City or main Town
SalesInvoicesInvoiceCustomerInfoBillingAddress,City,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceCustomerInfoBillingAddressCity,,TEXT,String,City or main Town
SalesInvoicesInvoiceSupplierInfoBillingAddress,City,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceSupplierInfoBillingAddressCity,,TEXT,String,City or main Town
SalesInvoicesInvoiceLine,GoodsServiceID,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLineGoodsServiceID,,TEXT,String,Indicator showing if goods or service
SalesInvoicesInvoiceLine ShipFrom,LocationID,locationId,AR,SourceDocuments,SalesInvoicesInvoiceLine ShipFromLocationID,,TEXT,String,Location of goods in warehouse
SalesInvoicesInvoiceLine ShipTo,UCR,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLine ShipToUCR,,TEXT,String,Unique consignment reference number
SalesInvoicesInvoiceShipFrom,LocationID,locationId,AR,SourceDocuments,SalesInvoicesInvoiceShipFromLocationID,,TEXT,String,Location of goods in warehouse
SalesInvoicesInvoiceShipTo,LocationID,locationId,AR,SourceDocuments,SalesInvoicesInvoiceShipToLocationID,,TEXT,String,Location of goods in warehouse
SalesInvoicesInvoiceLine Delivery,MovementReference,movementReference,AR,SourceDocuments,SalesInvoicesInvoiceLine DeliveryMovementReference,,TEXT,String,Unique reference to the movement
SalesInvoicesInvoiceCustomerInfo,Name,name,AR,SourceDocuments,SalesInvoicesInvoiceCustomerInfoName,,TEXT,String,Name of customer
SalesInvoicesInvoiceSupplierInfo,Name,name,AR,SourceDocuments,SalesInvoicesInvoiceSupplierInfoName,,TEXT,String,Name of the supplier
SalesInvoicesInvoiceShipFromAddress,Number,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceShipFromAddressNumber,,TEXT,String,Number of the building
SalesInvoicesInvoiceShipToAddress,Number,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceShipToAddressNumber,,TEXT,String,Number of the building
SalesInvoicesInvoiceCustomerInfoBillingAddress,Number,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceCustomerInfoBillingAddressNumber,,TEXT,String,Number of the building
SalesInvoicesInvoiceSupplierInfoBillingAddress,Number,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceSupplierInfoBillingAddressNumber,,TEXT,String,Number of the building
SalesInvoicesInvoiceLine,Other…,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLineOther…,,TEXT,String,Represents space to allow individual Revenue Bodies to add further elements
SalesInvoicesInvoice,Other…,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceOther…,,TEXT,String,Represents space to allow individual Revenue Bodies to add further elements
SalesInvoicesInvoiceSettlement,PaymentMechanism,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceSettlementPaymentMechanism,,TEXT,String,Payment mechanism
SalesInvoicesInvoice,PaymentTerms,paymentTerms,AR,SourceDocuments,SalesInvoicesInvoicePaymentTerms,,TEXT,String,Payment terms for this invoice.
SalesInvoicesInvoice,PeriodYear,periodYear,AR,SourceDocuments,SalesInvoicesInvoicePeriodYear,,TEXT,String,The year of the accounting period.
SalesInvoicesInvoiceLine,ProductCode,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLineProductCode,,TEXT,String,Product code
SalesInvoicesInvoiceLine,ProductDescription,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLineProductDescription,,TEXT,String,Description of Goods or services
SalesInvoicesInvoiceLine,Quantity,quantity,AR,SourceDocuments,SalesInvoicesInvoiceLineQuantity,,TEXT,String,Quantity of goods and services supplied
SalesInvoicesInvoiceLineCreditNote,Reason,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLineCreditNoteReason,,TEXT,String,Credit note reason or rationale
SalesInvoicesInvoice,ReceiptNumbers,receiptNumbers,AR,SourceDocuments,SalesInvoicesInvoiceReceiptNumbers,,TEXT,String,"The number of receipts on this consolidated invoicerecord, can be a single number, a range or a list."
SalesInvoicesInvoiceLineCreditNote,Reference,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLineCreditNoteReference,,TEXT,String,Credit note reference (where applicable) to original invoice
SalesInvoicesInvoice,SelfBillingIndicator,selfBillingIndicator,AR,SourceDocuments,SalesInvoicesInvoiceSelfBillingIndicator,,TEXT,String,Indicator showing if self-billing is used for this invoice.
SalesInvoicesInvoiceSettlement,SettlementDate,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceSettlementSettlementDate,,DATE,Date,Date settled
SalesInvoicesInvoiceSettlement,SettlementDiscount,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceSettlementSettlementDiscount,,NUMERIC,Decimal,Description Settlement / Other Discount
SalesInvoicesInvoiceDocumentTotals,ShippingCostAmountTotal,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceDocumentTotalsShippingCostAmountTotal,,NUMERIC,Decimal,Control total amount freight charges
SalesInvoicesInvoice,SourceID,sourceId,AR,SourceDocuments,SalesInvoicesInvoiceSourceID,,TEXT,String,Details of person or application that entered the transaction
SalesInvoicesInvoiceLine ShipFromAddress,StreetName,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLine ShipFromAddressStreetName,,TEXT,String,Name of the street
SalesInvoicesInvoiceShipFromAddress,StreetName,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceShipFromAddressStreetName,,TEXT,String,Name of the street
SalesInvoicesInvoiceShipToAddress,StreetName,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceShipToAddressStreetName,,TEXT,String,Name of the street
SalesInvoicesInvoiceCustomerInfoBillingAddress,StreetName,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceCustomerInfoBillingAddressStreetName,,TEXT,String,Name of the street
SalesInvoicesInvoiceSupplierInfoBillingAddress,StreetName,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceSupplierInfoBillingAddressStreetName,,TEXT,String,Name of the street
SalesInvoicesInvoiceLineTaxInformation,TaxBase,taxBase,AR,SourceDocuments,SalesInvoicesInvoiceLineTaxInformationTaxBase,,NUMERIC,Decimal,"The base on which the tax is calculated. This can be an amount, or a quantity, eg, litres."
SalesInvoicesInvoiceLineTaxInformation,TaxBaseDescription,taxBaseDescription,AR,SourceDocuments,SalesInvoicesInvoiceLineTaxInformationTaxBaseDescription,,TEXT,String,Description of the value in the TaxBase. Eg Litres for excises on alcholic bevarages.
SalesInvoicesInvoiceDocumentTotalsTaxInformationTotals,TaxCode,taxCode,AR,SourceDocuments,SalesInvoicesInvoiceDocumentTotalsTaxInformationTotalsTaxCode,,TEXT,String,Tax Code for lookup in tables
SalesInvoicesInvoiceLineTaxInformation,TaxDeclarationPeriod,taxDeclarationPeriod,AR,SourceDocuments,SalesInvoicesInvoiceLineTaxInformationTaxDeclarationPeriod,,DATE,Date,The identification of the declaration/return in which the taxamount is reported to the Revenue body.
SalesInvoicesInvoiceDocumentTotalsTaxInformationTotals,TaxDeclarationPeriod,taxDeclarationPeriod,AR,SourceDocuments,SalesInvoicesInvoiceDocumentTotalsTaxInformationTotalsTaxDeclarationPeriod,,DATE,Date,The identification of the declaration/return in which the taxamount is reported to the Revenue body.
SalesInvoicesInvoiceDocumentTotalsTaxInformationTotals,TaxExemptionReason,taxExemptionReason,AR,SourceDocuments,SalesInvoicesInvoiceDocumentTotalsTaxInformationTotalsTaxExemptionReason,,TEXT,String,Tax exemption or reduction reason or rasionale
SalesInvoicesInvoiceDocumentTotalsTaxInformationTotals,TaxPercentage,taxPercentage,AR,SourceDocuments,SalesInvoicesInvoiceDocumentTotalsTaxInformationTotalsTaxPercentage,,NUMERIC,Decimal,Tax percentage
SalesInvoicesInvoiceDocumentTotalsTaxInformationTotals,TaxType,taxType,AR,SourceDocuments,SalesInvoicesInvoiceDocumentTotalsTaxInformationTotalsTaxType,,TEXT,String,Tax type for look-up in tables
PurchaseInvoicesInvoiceLine ShipTo,WarehouseID,#N/A,AP,SourceDocuments,PurchaseInvoicesInvoiceLine ShipToWarehouseID,,TEXT,String,"Warehouse where goods held - also to identify work in progress, or stock in transit"
SalesInvoicesInvoiceLine ,UOMToUOMBaseConversionFactor,uomToUOMbaseConversionFactor,AR,SourceDocuments,SalesInvoicesInvoiceLine UOMToUOMBaseConversionFactor,,NUMERIC,Decimal,Conversion factor of the invoiceUOM to UOM base. Only needed when InvoiceUOM is reported and is different from the UOM Base.
SalesInvoicesInvoiceLine ShipFrom,WarehouseID,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLine ShipFromWarehouseID,,TEXT,String,"Warehouse where goods held - also to identify work in progress, or stock in transit"
SalesInvoicesInvoiceLine ShipTo,WarehouseID,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceLine ShipToWarehouseID,,TEXT,String,"Warehouse where goods held - also to identify work in progress, or stock in transit"
SalesInvoicesInvoiceShipFrom,WarehouseID,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceShipFromWarehouseID,,TEXT,String,"Warehouse where goods held - also to identify work in progress, or stock in transit"
SalesInvoicesInvoiceShipTo,WarehouseID,#N/A,AR,SourceDocuments,SalesInvoicesInvoiceShipToWarehouseID,,TEXT,String,"Warehouse where goods held - also to identify work-in-progress, or stock in transit"
PaymentsPaymentDocumentTotalsTaxInformationTotals,TaxBase,taxBase,"AP, AR, GL,  The Tax model allocates the source document to either customerID, supplier ID or AccountID dependent on accounting entry.",SourceDocuments,PaymentsPaymentDocumentTotalsTaxInformationTotalsTaxBase,,NUMERIC,Decimal,"The base on which the tax is calculated. This can be an amount, or a quantity, eg, litres."
PaymentsPaymentLineTaxInformation,TaxBase,taxBase,"AP, AR, GL,  The Tax model allocates the source document to either customerID, supplier ID or AccountID dependent on accounting entry.",SourceDocuments,PaymentsPaymentLineTaxInformationTaxBase,,NUMERIC,Decimal,"The base on which the tax is calculated. This can be an amount, or a quantity, eg, litres."
AssetTransactionsAssetTransactionSupplierPostalAddress,Amount,amount,FA,SourceDocuments,AssetTransactionsAssetTransactionSupplierPostalAddressAmount,,NUMERIC,Decimal,In the headers default currency
AssetTransactionsAssetTransactionSupplierPostalAddress,CurrencyAmount,#N/A,FA,SourceDocuments,AssetTransactionsAssetTransactionSupplierPostalAddressCurrencyAmount,,NUMERIC,Decimal,Amount in foreign currency
AssetTransactionsAssetTransactionSupplier,CurrencyCode,#N/A,FA,SourceDocuments,AssetTransactionsAssetTransactionSupplierCurrencyCode,,TEXT,String,Three-letter currency code according to ISO 4217 standard. Example EUR for Euros or  USD for American Dollar
AssetTransactionsAssetTransactionSupplier,ExchangeRate,#N/A,FA,SourceDocuments,AssetTransactionsAssetTransactionSupplierExchangeRate,,NUMERIC,Decimal,The exchange rate used. CurrencyAmount x EchangeRate = Amount
AssetTransactionsAssetTransaction,TaxBase,taxBase,FA,SourceDocuments,AssetTransactionsAssetTransactionTaxBase,,NUMERIC,Decimal,"The base on which the tax is calculated. This can be an amount, or a quantity, eg, litres."
AssetTransactionsAssetTransaction,TaxBaseDescription,taxBaseDescription,FA,SourceDocuments,AssetTransactionsAssetTransactionTaxBaseDescription,,TEXT,String,"Description of the value in the TaxBase, Eg, Litres for excises on alcoholic bevarages."
AssetTransactionsAssetTransaction,TaxCode,taxCode,FA,SourceDocuments,AssetTransactionsAssetTransactionTaxCode,,TEXT,String,Tax Code for lookup in tables
AssetTransactionsAssetTransaction,TaxDeclarationPeriod,taxDeclarationPeriod,FA,SourceDocuments,AssetTransactionsAssetTransactionTaxDeclarationPeriod,,DATE,Date,The identification of the declaration/return in which the taxamount is reported to the Revenue body.
AssetTransactionsAssetTransaction,TaxExemptionReason,taxExemptionReason,FA,SourceDocuments,AssetTransactionsAssetTransactionTaxExemptionReason,,TEXT,String,Tax exemption or reduction reason or rasionale
AssetTransactionsAssetTransaction,TaxPercentage,taxPercentage,FA,SourceDocuments,AssetTransactionsAssetTransactionTaxPercentage,,TEXT,String,Tax percentage
AssetTransactionsAssetTransaction,TaxType,taxType,FA,SourceDocuments,AssetTransactionsAssetTransactionTaxType,,TEXT,String,Tax type for look-up in tables
